date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:20:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Nov%202022%2017:21:07%20GMT	http://connect.facebook.net/	/Users/macbookair/desktop/Fredyryk%20Article/connect.facebook.net/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:20:54	379819/379819	---M-Z	200	added ('OK')	text/css	etag:W/%226373ecc9-5cbab%22	https://techcrunch.com/wp-content/themes/techcrunch-2017/build/ec/css/main.css?m=1668619570g	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/themes/techcrunch-2017/build/ec/css/main353d.css	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:20:55	51141/51141	---MCZ	200	added ('OK')	application/javascript	etag:%2261bb4d791bd7b2cb8d34e06b2006a4f4-df%22	https://s.yimg.com/ss/rapid3.js?ver=20221120	/Users/macbookair/desktop/Fredyryk%20Article/s.yimg.com/ss/rapid3ee5d.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:20:56	904/904	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22ecdff0294222a00ef74b7e6df39f0894%22	https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/feed/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/feed/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:20:57	24022/24022	---M-Z	200	added ('OK')	application/rss+xml	etag:W/%220cec59f7a4ef8d3c11f0c070c28c60de%22	https://techcrunch.com/comments/feed/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/comments/feed/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:20:57	9390/9390	---MCZ	200	added ('OK')	application/javascript	etag:%221b7390441be6bc8d23f333f4c080f517-df%22	https://s.yimg.com/cx/acookie/acookie.js?ver=20221120	/Users/macbookair/desktop/Fredyryk%20Article/s.yimg.com/cx/acookie/acookieee5d.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:20:57	248166/248166	---M-Z	200	added ('OK')	application/rss+xml	etag:W/%220cec59f7a4ef8d3c11f0c070c28c60de%22	https://techcrunch.com/feed/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/feed/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:20:57	110605/110605	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Nov%202022%2019:44:35%20GMT	https://techcrunch.com/_static/??-eJyNj9EOgjAMRX/I0ZAA+mL8ltE1UC1jWUfM/t6B0UDig4+3vae9F57BsEdZHCmgKjjWBL3M+DDCfbQxg6YsVE3sq2I4wZ64K0zk2JLQRD4dRBCbKRqhwWL+Dy+7vT5AOPu0vVhMkGVgr6BkI45AYjUxhkif/GuRWMaJnAmzJjXvRlsT/Z1lZbBcUkaTxvL/67tN17rrLm1TN+f2BSeIce4=	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/_static/indexbb80.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:20:59	21612/21612	---MCZ	200	added ('OK')	application/javascript	etag:%2230d9ce3cecc685401da1f1cc6ab45e74-df%22	https://s.yimg.com/pv/static/assistjs/desktop-v1.0.70.js?ver=20221120	/Users/macbookair/desktop/Fredyryk%20Article/s.yimg.com/pv/static/assistjs/desktop-v1.0.70ee5d.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:20:59	10888/10888	---MCZ	200	added ('OK')	application/json	date:Sun,%2020%20Nov%202022%2017:21:13%20GMT	https://techcrunch.com/wp-json/wp/v2/posts/2444810	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-json/wp/v2/posts/2444810.json	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:00	799/799	---M-Z	200	added ('OK')	text/xml	date:Sun,%2020%20Nov%202022%2017:21:14%20GMT	https://techcrunch.com/xmlrpc.php?rsd	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/xmlrpc0db0.php	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:01	1045/1045	---M-Z	200	added ('OK')	text/xml	etag:W/%226373ec24-415%22	https://techcrunch.com/wp-includes/wlwmanifest.xml	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-includes/wlwmanifest.xml	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:03	2947/2947	---MCZ	200	added ('OK')	application/json	date:Sun,%2020%20Nov%202022%2017:21:16%20GMT	https://techcrunch.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftechcrunch.com%2F2022%2F11%2F17%2Fcan-gaming-resurrect-the-nft-market-opensea-thinks-so%2F	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-json/oembed/1.0/embed83d6.json	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:03	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Nov%202022%2017:21:16%20GMT	https://techcrunch.com/?p=2444810	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/indexdc21.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:04	580960/580960	---MCZ	200	added ('OK')	application/json	date:Sun,%2020%20Nov%202022%2017:21:16%20GMT	https://techcrunch.com/wp-json/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-json/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:04	3059/3059	---MCZ	200	added ('OK')	text/xml	date:Sun,%2020%20Nov%202022%2017:21:18%20GMT	https://techcrunch.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftechcrunch.com%2F2022%2F11%2F17%2Fcan-gaming-resurrect-the-nft-market-opensea-thinks-so%2F&format=xml	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-json/oembed/1.0/embeda7aa	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:05	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Nov%202022%2017:21:18%20GMT	https://techcrunch.com/marfeel-sdk.js?id=	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/marfeel-sdk5445.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:05	146/146	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2020%20Nov%202022%2017:21:19%20GMT	https://techcrunch.com/marfeel-sdk.es5.js?id=	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/marfeel-sdk.es55445.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:06	1020/1020	---M--	200	added ('OK')	image/png	etag:%22b8434ec39b9ddd16%22	https://techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient.png?w=32	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient76ca.png	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:08	12085/12085	---M--	200	added ('OK')	image/png	etag:%222872cdb39482f23a%22	https://techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient.png?w=192	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient9939.png	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:09	10459/10459	---M--	200	added ('OK')	image/png	etag:%22a15f5296465bcf5f%22	https://techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradient.png?w=180	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2015/02/cropped-cropped-favicon-gradientad83.png	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:09	52522/52522	---MCZ	200	added ('OK')	text/html	date:Sun,%2020%20Nov%202022%2017:21:22%20GMT	https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:10	86369/86369	---M--	200	added ('OK')	image/jpeg	etag:%22edadb3c18762a769%22	https://techcrunch.com/wp-content/uploads/2022/04/GettyImages-1240090042.jpg?w=600	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2022/04/GettyImages-1240090042af90.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:13	16553/16553	---MCZ	200	added ('OK')	application/javascript	etag:%226a624022b5d271dcefb070b0b6670abc-df%22	https://s.yimg.com/wi/ytc.js	/Users/macbookair/desktop/Fredyryk%20Article/s.yimg.com/wi/ytc.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:14	19151/19151	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2020%20Nov%202022%2017:21:28%20GMT	https://use.typekit.net/svv7knm.js?ver=20221120	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/svv7knmee5d.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:19	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	http://gmpg.org/robots.txt		(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:19	8970/8970	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262f6b688-3508%22	https://stats.wp.com/e-202246.js	/Users/macbookair/desktop/Fredyryk%20Article/stats.wp.com/e-202246.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:19	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2020%20Nov%202022%2017:21:31%20GMT	https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/trident/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/Trident/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:20	2067/2067	---M-Z	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680-gzip%22	http://gmpg.org/xfn/default.css	/Users/macbookair/desktop/Fredyryk%20Article/gmpg.org/xfn/default.css	(from http://gmpg.org/xfn/11)
09:21:21	4170/4170	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Nov%202022%2017:21:34%20GMT	http://gmpg.org/xfn/.	/Users/macbookair/desktop/Fredyryk%20Article/gmpg.org/xfn/.html	(from http://gmpg.org/xfn/11)
09:21:22	16269/16269	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Nov%202022%2017:21:35%20GMT	http://gmpg.org/xfn/intro	/Users/macbookair/desktop/Fredyryk%20Article/gmpg.org/xfn/intro.html	(from http://gmpg.org/xfn/11)
09:21:24	7342/7342	---M-Z	200	added ('OK')	text/html	date:Sun,%2020%20Nov%202022%2017:21:36%20GMT	http://gmpg.org/xfn/faq	/Users/macbookair/desktop/Fredyryk%20Article/gmpg.org/xfn/faq.html	(from http://gmpg.org/xfn/11)
09:21:26	4749/4749	---M--	404	error ('Not%20Found%20on%20Accelerator')	text/html	date:Sun,%2020%20Nov%202022%2017:21:38%20GMT	http://s.yimg.com/robots.txt		(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:28	1/1	---M--	200	added ('OK')	text/plain	etag:%226373ff6c-1%22	http://use.typekit.net/robots.txt		(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:29	4759/4759	---M--	404	error ('Not%20Found%20on%20Accelerator')	text/html	date:Sun,%2020%20Nov%202022%2017:21:42%20GMT	http://jac.yahoosandbox.com/robots.txt		(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:31	64/64	---MCZ	404	error ('Not%20Found')	application/x-javascript	date:Sun,%2020%20Nov%202022%2017:21:44%20GMT	http://connect.facebook.net/robots.txt		(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:33	1953522/1953522	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263751d32-1dcef2%22	https://techcrunch.com/wp-content/themes/techcrunch-2017/build/ec/js/main.js?m=1668619570g	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/themes/techcrunch-2017/build/ec/js/main353d.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:35	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2020%20Nov%202022%2017:21:47%20GMT	https://cdn.ampproject.org/	/Users/macbookair/desktop/Fredyryk%20Article/cdn.ampproject.org/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:36	282852/282852	---M--	200	added ('OK')	text/javascript	etag:%228982a451fc00c1b3%22	https://cdn.ampproject.org/v0.js	/Users/macbookair/desktop/Fredyryk%20Article/cdn.ampproject.org/v0.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:38	83364/83364	---M--	200	added ('OK')	text/javascript	etag:%221b79e24071ca714c%22	https://cdn.ampproject.org/v0/amp-ad-0.1.js	/Users/macbookair/desktop/Fredyryk%20Article/cdn.ampproject.org/v0/amp-ad-0.1.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:40	111982/111982	---M--	200	added ('OK')	text/javascript	etag:%22eddf6e9f984d26cc%22	https://cdn.ampproject.org/v0/amp-analytics-0.1.js	/Users/macbookair/desktop/Fredyryk%20Article/cdn.ampproject.org/v0/amp-analytics-0.1.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:41	14264/14264	---M--	200	added ('OK')	text/javascript	etag:%2293443ec1e168ef09%22	https://cdn.ampproject.org/v0/amp-social-share-0.1.js	/Users/macbookair/desktop/Fredyryk%20Article/cdn.ampproject.org/v0/amp-social-share-0.1.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:44	43812/43812	---M-Z	200	added ('OK')	image/png	etag:W/%22634f79ca-ab24%22	https://techcrunch.com/wp-content/themes/techcrunch-2017/images/favicon.png	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/themes/techcrunch-2017/images/favicon.png	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:46	6134/6134	---M-Z	200	added ('OK')	text/css	date:Sun,%2020%20Nov%202022%2017:21:59%20GMT	https://use.typekit.net/svv7knm.css	/Users/macbookair/desktop/Fredyryk%20Article/use.typekit.net/svv7knm.css	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:47	196174/196174	---M--	200	added ('OK')	image/jpeg	etag:%224797577334ff543c%22	https://techcrunch.com/wp-content/uploads/2022/04/GettyImages-1240090042.jpg?w=1024	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2022/04/GettyImages-12400900422dff.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:49	13927/13927	---M--	200	added ('OK')	image/jpeg	etag:%223fa065ba905821f6%22	https://techcrunch.com/wp-content/uploads/2022/11/Previews-FIFA-World-Cup-Qatar-2022.webp?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2022/11/Previews-FIFA-World-Cup-Qatar-202288b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:49	13510/13510	---M--	200	added ('OK')	image/jpeg	etag:%22196f89e6d0512430%22	https://techcrunch.com/wp-content/uploads/2022/11/hyundai-home-abby.jpg?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2022/11/hyundai-home-abby88b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:51	24169/24169	---M--	200	added ('OK')	image/jpeg	etag:%22817cbbc6790ec96e%22	https://techcrunch.com/wp-content/uploads/2021/01/GettyImages-871410310.jpeg?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2021/01/GettyImages-87141031088b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:52	6462/6462	---M--	200	added ('OK')	image/jpeg	etag:%228dd5524340347c0b%22	https://techcrunch.com/wp-content/uploads/2021/01/GettyImages-1005682070-1287973462.jpg?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2021/01/GettyImages-1005682070-128797346288b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:53	23248/23248	---M--	200	added ('OK')	image/jpeg	etag:%228b61f774eb07ac89%22	https://techcrunch.com/wp-content/uploads/2021/11/Gopuff_bag1.jpg?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2021/11/Gopuff_bag188b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:53	6524/6524	---M--	200	added ('OK')	image/jpeg	etag:%22649005113b3a0114%22	https://techcrunch.com/wp-content/uploads/2022/08/GettyImages-1350327539.jpg?w=187	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-content/uploads/2022/08/GettyImages-135032753988b2.jpg	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:56	50/50	---M--	200	added ('OK')	image/gif	date:Sun,%2020%20Nov%202022%2017:22:09%20GMT	https://pixel.wp.com/g.gif?v=ext&blog=136296444&post=2444810&tz=-8&srv=techcrunch.com&host=techcrunch.com&rand=RANDOM&ref=DOCUMENT_REFERRER	/Users/macbookair/desktop/Fredyryk%20Article/pixel.wp.com/g8a11.gif	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:58	335/335	---MCZ	200	added ('OK')	text/plain	etag:%2205dc3e49535b9e72%22	https://cdn.ampproject.org/robots.txt		(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/amp/)
09:21:59	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	http://gmpg.org/robots.txt		(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:59	24022/24022	--F---	200	added ('OK%20(cached)')	text/html		https://techcrunch.com/comments/feed/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/comments/feed/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:21:59	248166/248166	--F---	200	added ('OK%20(cached)')	text/html		https://techcrunch.com/feed/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/feed/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:00	4406/4406	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2020%20Nov%202022%2017:22:12%20GMT	https://s.yimg.com/aaq/pv/perf-vitals_2.0.0.js	/Users/macbookair/desktop/Fredyryk%20Article/s.yimg.com/aaq/pv/perf-vitals_2.0.0.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:02	4406/4406	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2020%20Nov%202022%2017:22:15%20GMT	https://s.yimg.com/ss/rapid3.js?ver=20221120	/Users/macbookair/desktop/Fredyryk%20Article/s.yimg.com/ss/rapid3ee5d.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:02	4413/4413	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2020%20Nov%202022%2017:22:15%20GMT	https://s.yimg.com/cx/acookie/acookie.js?ver=20221120	/Users/macbookair/desktop/Fredyryk%20Article/s.yimg.com/cx/acookie/acookieee5d.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:03	904/-1	---M--	200	added ('OK')	application/rss+xml	etag:W/%22ecdff0294222a00ef74b7e6df39f0894%22	https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/feed/	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/feed/index.html	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:04	4431/4431	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2020%20Nov%202022%2017:22:16%20GMT	https://s.yimg.com/pv/static/assistjs/desktop-v1.0.70.js?ver=20221120	/Users/macbookair/desktop/Fredyryk%20Article/s.yimg.com/pv/static/assistjs/desktop-v1.0.70ee5d.js	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:08	2947/2947	UR-MCZ	200	added ('OK')	application/json	date:Sun,%2020%20Nov%202022%2017:22:20%20GMT	https://techcrunch.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftechcrunch.com%2F2022%2F11%2F17%2Fcan-gaming-resurrect-the-nft-market-opensea-thinks-so%2F	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-json/oembed/1.0/embed83d6.json	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
09:22:11	3059/3059	UR-MCZ	200	added ('OK')	text/xml	date:Sun,%2020%20Nov%202022%2017:22:22%20GMT	https://techcrunch.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftechcrunch.com%2F2022%2F11%2F17%2Fcan-gaming-resurrect-the-nft-market-opensea-thinks-so%2F&format=xml	/Users/macbookair/desktop/Fredyryk%20Article/techcrunch.com/wp-json/oembed/1.0/embeda7aa	(from https://techcrunch.com/2022/11/17/can-gaming-resurrect-the-nft-market-opensea-thinks-so/)
